,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
4103,Platt Park,39.6871566,-104.9766311,The Brutal Poodle,39.6808802,-104.9878461,Bar
4104,Platt Park,39.6871566,-104.9766311,Azucar Bakery,39.682415378404144,-104.98732466483848,Bakery
4105,Platt Park,39.6871566,-104.9766311,Chipotle Mexican Grill,39.67828797290773,-104.96780777696745,Mexican Restaurant
4106,Platt Park,39.6871566,-104.9766311,James H. Platt Park,39.691630341785775,-104.98480646484413,Park
4107,Platt Park,39.6871566,-104.9766311,Uno Mas Taqueria y Cantina,39.687825623720826,-104.98052397739764,Mexican Restaurant
4108,Platt Park,39.6871566,-104.9766311,Harvard Gulch Park,39.67695981736469,-104.97830053894566,Park
4109,Platt Park,39.6871566,-104.9766311,Snarf's Sandwiches,39.67868427958372,-104.96692342498332,Sandwich Place
4110,Platt Park,39.6871566,-104.9766311,The Concoctory,39.68257130801061,-104.98768585661763,Hobby Shop
4111,Platt Park,39.6871566,-104.9766311,Black Project Spontaneous & Wild Ales,39.69340064746721,-104.98728967982856,Brewery
4112,Platt Park,39.6871566,-104.9766311,Kindness Yoga,39.68153125010355,-104.98794755035809,Yoga Studio
4113,Platt Park,39.6871566,-104.9766311,Snarfs,39.689604,-104.987138,Sandwich Place
4114,Platt Park,39.6871566,-104.9766311,Kaladi Brothers Coffee,39.67838947399182,-104.96701416066126,Coffee Shop
4115,Platt Park,39.6871566,-104.9766311,Jerusalem Restaurant,39.678397633213656,-104.96536414359859,Middle Eastern Restaurant
4116,Platt Park,39.6871566,-104.9766311,Berriegood Co.,39.693182,-104.979598,Food & Drink Shop
4117,Platt Park,39.6871566,-104.9766311,Jelly U Cafe,39.67828033,-104.9672424,Breakfast Spot
4118,Platt Park,39.6871566,-104.9766311,Starbucks,39.67869,-104.968506,Coffee Shop
4119,Platt Park,39.6871566,-104.9766311,Lucile's Creole Cafe,39.678723037349194,-104.97584295986515,Cajun / Creole Restaurant
4120,Platt Park,39.6871566,-104.9766311,Magness Arena,39.68204858223585,-104.96236808588144,Hockey Arena
4121,Platt Park,39.6871566,-104.9766311,Dive Inn,39.69146113335627,-104.98726928392549,Bar
4122,Platt Park,39.6871566,-104.9766311,Declaration Brewing,39.679622944665766,-104.99081276167435,Brewery
4123,Platt Park,39.6871566,-104.9766311,Whole Foods Market,39.695815121297066,-104.97983166979162,Grocery Store
4124,Platt Park,39.6871566,-104.9766311,The Post Chicken And Beer,39.67651175752685,-104.98741913155904,Fried Chicken Joint
4125,Platt Park,39.6871566,-104.9766311,Illegal Pete's,39.67827334697499,-104.96658950372064,Burrito Place
4126,Platt Park,39.6871566,-104.9766311,Session Coffee,39.692554,-104.992148,Coffee Shop
4127,Platt Park,39.6871566,-104.9766311,Performance Cycle Of Colorado,39.68071124265379,-104.98720931002202,Motorcycle Shop
4128,Platt Park,39.6871566,-104.9766311,Divino,39.69400325143954,-104.98731711578141,Liquor Store
4129,Platt Park,39.6871566,-104.9766311,Joy Burns Ice Arena,39.682933569687144,-104.96135273132808,Skating Rink
4130,Platt Park,39.6871566,-104.9766311,Nixon's Coffee House,39.6930236,-104.9793129,Café
4131,Platt Park,39.6871566,-104.9766311,Washington Park,39.70145984831918,-104.97312030655681,Park
4132,Platt Park,39.6871566,-104.9766311,Duffeyroll Cafe,39.69310712486869,-104.98018822895945,Café
4133,Platt Park,39.6871566,-104.9766311,The Denver Tea Room and Coffee Salon,39.695134,-104.987834,Tea Room
4134,Platt Park,39.6871566,-104.9766311,Urban Lights,39.6921,-104.993,Furniture / Home Store
4135,Platt Park,39.6871566,-104.9766311,Tavern Platte Park,39.68980123234179,-104.98047969361518,Restaurant
4136,Platt Park,39.6871566,-104.9766311,Orangetheory Fitness,39.69844522091815,-104.98306632041931,Gym
4137,Platt Park,39.6871566,-104.9766311,GB Fish and Chips,39.692729309791275,-104.9876142206162,Fish & Chips Shop
4138,Platt Park,39.6871566,-104.9766311,Little India,39.6733672,-104.9731435,Indian Restaurant
4139,Platt Park,39.6871566,-104.9766311,Livegreen,39.675778,-104.987973,Alternative Healer
4140,Platt Park,39.6871566,-104.9766311,Homegrown Tap and Dough,39.6982471411256,-104.96221350425822,Italian Restaurant
4141,Platt Park,39.6871566,-104.9766311,Keith's Coffee Bar,39.672062221575935,-104.97329659147373,Coffee Shop
4142,Platt Park,39.6871566,-104.9766311,Sexy Pizza,39.68788,-104.9809,Pizza Place
4143,Platt Park,39.6871566,-104.9766311,Makan Malaysian Cafe,39.68295843488879,-104.98062390732133,Malay Restaurant
4144,Platt Park,39.6871566,-104.9766311,Herman's Hideaway,39.68789864296166,-104.98728774039748,Bar
4145,Platt Park,39.6871566,-104.9766311,Roaming Buffalo Bar-B-Q,39.673362118370534,-104.9735375490726,BBQ Joint
4146,Platt Park,39.6871566,-104.9766311,Dietrich’s Chocolate & Espresso,39.678269,-104.96673700000001,Café
4147,Platt Park,39.6871566,-104.9766311,Fifty Two 80's,39.682640727375464,-104.98747063347955,Antique Shop
4148,Platt Park,39.6871566,-104.9766311,The Original Pasquini's,39.69285557389985,-104.98710080990723,Italian Restaurant
4149,Platt Park,39.6871566,-104.9766311,The Burrito Company,39.69329021638625,-104.99235332764242,Mexican Restaurant
4150,Platt Park,39.6871566,-104.9766311,Palenque Mezcaleria,39.69324645,-104.98710483,Mexican Restaurant
4151,Platt Park,39.6871566,-104.9766311,Vert Kitchen,39.70378741215252,-104.98035545217482,Sandwich Place
4152,Platt Park,39.6871566,-104.9766311,Colorado Alternative Medicine,39.67316251389021,-104.98721702604887,Marijuana Dispensary
4153,Platt Park,39.6871566,-104.9766311,La Chiva,39.69076321601371,-104.98757745164582,Food Truck
4154,Platt Park,39.6871566,-104.9766311,Urban Roadhouse,39.67828965246671,-104.96599163534704,Breakfast Spot
4155,Platt Park,39.6871566,-104.9766311,Easton Training Center,39.69307212760871,-104.99208427850114,Martial Arts Dojo
4156,Platt Park,39.6871566,-104.9766311,Asbury Provisions,39.679380692750385,-104.95962617669224,Bar
4157,Platt Park,39.6871566,-104.9766311,Harvard Gulch Golf Course,39.67307342730698,-104.97983524339145,Golf Course
4158,Platt Park,39.6871566,-104.9766311,Devil's Food,39.69794319617358,-104.9615967484597,American Restaurant
4159,Platt Park,39.6871566,-104.9766311,Ben & Jerry's,39.6786222457658,-104.959792792797,Ice Cream Shop
4160,Platt Park,39.6871566,-104.9766311,LAWS Whiskey House,39.690705325686835,-104.98846843175754,Whisky Bar
4161,Platt Park,39.6871566,-104.9766311,Fooducopia,39.700413,-104.96436000000001,American Restaurant
4162,Platt Park,39.6871566,-104.9766311,Birdsall,39.688572,-104.987183,Garden Center
4163,Platt Park,39.6871566,-104.9766311,Max Gill and Grill,39.6974467683036,-104.9615386595452,Bar
4164,Platt Park,39.6871566,-104.9766311,Capital Tea,39.690028000000005,-104.98723000000001,Tea Room
4165,Platt Park,39.6871566,-104.9766311,Kentucky Inn,39.70042471760578,-104.98015506057293,Dive Bar
4166,Platt Park,39.6871566,-104.9766311,Morning Collective,39.67726518990141,-104.98708536657504,Breakfast Spot
4167,Platt Park,39.6871566,-104.9766311,Sprouts Farmers Market,39.69697582459363,-104.98562514781958,Grocery Store
4168,Platt Park,39.6871566,-104.9766311,Wash Perk,39.7022049519705,-104.97705888812432,Coffee Shop
4169,Platt Park,39.6871566,-104.9766311,The Original Pancake House,39.686885833740234,-104.95865631103516,Breakfast Spot
4170,Platt Park,39.6871566,-104.9766311,Zocalo Restaurant And Bar,39.676556104943806,-104.98737414986388,Mexican Restaurant
4171,Platt Park,39.6871566,-104.9766311,Bruegger's,39.679976,-104.95886309325402,Bagel Shop
4172,Platt Park,39.6871566,-104.9766311,Ginza Sushi and Grill,39.67816813890285,-104.95934872626204,Japanese Restaurant
4173,Platt Park,39.6871566,-104.9766311,Breakfast King,39.69639581268533,-104.99171501214929,Breakfast Spot
4174,Platt Park,39.6871566,-104.9766311,Lincoln's Roadhouse,39.69466473792023,-104.98075971333077,American Restaurant
4175,Platt Park,39.6871566,-104.9766311,BirdCall,39.678766,-104.968959,Fried Chicken Joint
4176,Platt Park,39.6871566,-104.9766311,lost coffee,39.678445,-104.959106,Coffee Shop
4177,Regis,39.7879709,-105.0453203,Willis Case Golf Course,39.78647283059056,-105.04645206694885,Golf Course
4178,Regis,39.7879709,-105.0453203,Berkeley Park,39.780701821493665,-105.0458870154315,Park
4179,Regis,39.7879709,-105.0453203,Call To Arms Brewing Company,39.77891425531715,-105.0436384895791,Brewery
4180,Regis,39.7879709,-105.0453203,The Noshery,39.78723986579188,-105.03443842413986,Café
4181,Regis,39.7879709,-105.0453203,Brooklyn's Finest Pizza - Lowell,39.78776225036838,-105.03503207588034,Pizza Place
4182,Regis,39.7879709,-105.0453203,Dubbel Dutch,39.787075,-105.034322,Sandwich Place
4183,Regis,39.7879709,-105.0453203,Parisi Italian Market & Deli,39.77672974439945,-105.04414038245557,Italian Restaurant
4184,Regis,39.7879709,-105.0453203,MAS KAOS Pizzeria & Taqueria,39.778941816282575,-105.04374911679847,Brewery
4185,Regis,39.7879709,-105.0453203,Small Batch Liquors,39.77601548859603,-105.04381043494688,Liquor Store
4186,Regis,39.7879709,-105.0453203,Goldspot Brewing Company,39.786882019168054,-105.03444875989862,Brewery
4187,Regis,39.7879709,-105.0453203,Rocky Mountain Lake Park,39.78064879235879,-105.03382734445317,Park
4188,Regis,39.7879709,-105.0453203,Molly's Spirits,39.7787254551986,-105.05943759129036,Liquor Store
4189,Regis,39.7879709,-105.0453203,Cafe Brazil,39.77714426073626,-105.03445420432773,Brazilian Restaurant
4190,Regis,39.7879709,-105.0453203,Billy's Inn,39.77680414854255,-105.03484146553491,Mexican Restaurant
4191,Regis,39.7879709,-105.0453203,El Chingon Mexican Bistro,39.77588009173734,-105.04388523586364,Mexican Restaurant
4192,Regis,39.7879709,-105.0453203,Denver Biscuit Company,39.774409147871694,-105.04419191528393,Breakfast Spot
4193,Regis,39.7879709,-105.0453203,"Tocabe, An American Indian Eatery",39.776644612264235,-105.03436760606476,Taco Place
4194,Regis,39.7879709,-105.0453203,Rocky Top Tavern,39.78578437164972,-105.03475788326382,Bar
4195,Regis,39.7879709,-105.0453203,De Steeg Brewing,39.77612869605895,-105.04358748371286,Brewery
4196,Regis,39.7879709,-105.0453203,Atomic Cowboy,39.7744340863713,-105.04422046989204,Pizza Place
4197,Regis,39.7879709,-105.0453203,Cozy Cottage,39.77590730980684,-105.04421895339837,Breakfast Spot
4198,Regis,39.7879709,-105.0453203,Inspiration Point Park,39.78465462839155,-105.06203790910473,Scenic Lookout
4199,Regis,39.7879709,-105.0453203,Allegro Coffee Roasters,39.772406120227274,-105.0438317656517,Coffee Shop
4200,Regis,39.7879709,-105.0453203,Amethyst Coffee - Lakeside,39.776685,-105.05074,Coffee Shop
4201,Regis,39.7879709,-105.0453203,"For Heaven's Sake New Age Metaphysical Books, Gifts, and Event Center",39.780023585438904,-105.05021896424,Gift Shop
4202,Regis,39.7879709,-105.0453203,Hops & Pie,39.77137601636717,-105.04391514639968,Pizza Place
4203,Regis,39.7879709,-105.0453203,BookBar,39.77521265607196,-105.04388758974878,Wine Bar
4204,Regis,39.7879709,-105.0453203,Empanada Express,39.77677606197749,-105.04292518333902,Latin American Restaurant
4205,Regis,39.7879709,-105.0453203,Tatarian,39.77210120600287,-105.04393214916568,Cocktail Bar
4206,Regis,39.7879709,-105.0453203,Lakeside Amusement Park,39.779122334197865,-105.0540947244188,Theme Park
4207,Regis,39.7879709,-105.0453203,Murphy Express,39.7769932,-105.0578876,Gas Station
4208,Regis,39.7879709,-105.0453203,Biju's Little Curry Shop,39.77441824601363,-105.04442876976782,Indian Restaurant
4209,Regis,39.7879709,-105.0453203,il porcellino salumi,39.772087,-105.04371599999999,Deli / Bodega
4210,Regis,39.7879709,-105.0453203,Local 46,39.77993705674932,-105.04389574549177,Bar
4211,Regis,39.7879709,-105.0453203,High Point Creamery,39.772476869256266,-105.04396366576682,Ice Cream Shop
4212,Regis,39.7879709,-105.0453203,Goodwill,39.777679106897295,-105.05979974788345,Discount Store
4213,Regis,39.7879709,-105.0453203,Odyssey Beerwerks Brewery and Tap Room,39.80068121683686,-105.0587663445008,Brewery
4214,Regis,39.7879709,-105.0453203,Vital Root,39.77143921724794,-105.0442178637793,Vegetarian / Vegan Restaurant
4215,Regis,39.7879709,-105.0453203,Swing Thai,39.77619368311833,-105.04383443729469,Thai Restaurant
4216,Regis,39.7879709,-105.0453203,Oriental Theater,39.776894843831954,-105.04354767591053,Music Venue
4217,Regis,39.7879709,-105.0453203,Denver Cat Company,39.771744609980416,-105.04416075162564,Pet Café
4218,Regis,39.7879709,-105.0453203,Ragin' Hog BBQ,39.776106,-105.034952,BBQ Joint
4219,Regis,39.7879709,-105.0453203,Pasty Republic,39.77367,-105.043773,Bakery
4220,Regis,39.7879709,-105.0453203,Fat Sully's,39.774518756799274,-105.04424017319147,Pizza Place
4221,Regis,39.7879709,-105.0453203,Scratch Burrito & Happy Tap,39.77611591503548,-105.03418439486197,Burrito Place
4222,Regis,39.7879709,-105.0453203,Vital Yoga,39.77214595065969,-105.04412010449155,Yoga Studio
4223,Regis,39.7879709,-105.0453203,Berkeley Untapped,39.774097919092085,-105.04402049453765,Bar
4224,Regis,39.7879709,-105.0453203,Winchell's Donut Shop,39.78682691952417,-105.02547986403064,Donut Shop
4225,Regis,39.7879709,-105.0453203,Royal,39.77183639887774,-105.04394531743692,Burger Joint
4226,Regis,39.7879709,-105.0453203,Anytime Fitness,39.77577,-105.03558,Gym
4227,Regis,39.7879709,-105.0453203,Cesar Chavez Park,39.77337218669185,-105.04439124438893,Park
4228,Regis,39.7879709,-105.0453203,Dollar General,39.792603245250596,-105.05235621186323,Discount Store
4229,Regis,39.7879709,-105.0453203,Downpours Coffee,39.77189178770146,-105.04404801667827,Coffee Shop
4230,Regis,39.7879709,-105.0453203,Thai Bao,39.78983548631653,-105.02670992754736,Vietnamese Restaurant
4231,Regis,39.7879709,-105.0453203,Sushi Bay,39.770617919060065,-105.04407758460684,Sushi Restaurant
4232,Regis,39.7879709,-105.0453203,Taco Veloz,39.79027561768954,-105.02565846855451,Mexican Restaurant
4233,Regis,39.7879709,-105.0453203,Walmart Pharmacy,39.77831927558734,-105.06160074580573,Pharmacy
4234,Regis,39.7879709,-105.0453203,Petco,39.778613992341505,-105.05851341987524,Pet Store
4235,Regis,39.7879709,-105.0453203,Viva Burrito,39.79055631009344,-105.02565267661852,Mexican Restaurant
4236,Regis,39.7879709,-105.0453203,McCoy's Restaurant,39.78487719,-105.02576486,Diner
4237,Regis,39.7879709,-105.0453203,Starbucks,39.791365,-105.02481,Coffee Shop
4238,Regis,39.7879709,-105.0453203,Wendell's,39.770108307653565,-105.04394451934608,American Restaurant
4239,Regis,39.7879709,-105.0453203,7-Eleven,39.7889507695115,-105.024688760759,Convenience Store
4240,Regis,39.7879709,-105.0453203,SUBWAY,39.7791858652869,-105.06118839005421,Sandwich Place
4241,Regis,39.7879709,-105.0453203,Wells Fargo,39.776360908492215,-105.0630417466163,Bank
4242,Regis,39.7879709,-105.0453203,Great Clips,39.7772292,-105.0594715,Salon / Barbershop
4243,Regis,39.7879709,-105.0453203,Dollar Tree,39.79023427455134,-105.02480858270837,Discount Store
4244,Regis,39.7879709,-105.0453203,SUBWAY,39.78983573801676,-105.02568638362185,Sandwich Place
4245,Regis,39.7879709,-105.0453203,Little Caesars Pizza,39.786107247838444,-105.02494614699972,Pizza Place
4246,Regis,39.7879709,-105.0453203,Church's Chicken,39.7861557,-105.0255556,Fried Chicken Joint
4247,Regis,39.7879709,-105.0453203,Cricket Wireless Authorized Retailer,39.789901,-105.02703400000001,Mobile Phone Shop
4248,Regis,39.7879709,-105.0453203,Wendy’s,39.78670717830235,-105.02481357024402,Fast Food Restaurant
4249,Regis,39.7879709,-105.0453203,Circle K,39.783393144607544,-105.025723,Convenience Store
4250,Regis,39.7879709,-105.0453203,Taco Bell,39.78965433840998,-105.02493744866145,Fast Food Restaurant
4251,Regis,39.7879709,-105.0453203,Walmart Supercenter,39.779090252664865,-105.06121526120612,Big Box Store
4252,Regis,39.7879709,-105.0453203,Firestone Complete Auto Care,39.776361,-105.058587,Automotive Shop
4253,Regis,39.7879709,-105.0453203,Family Dollar,39.79550881027814,-105.02459913440826,Discount Store
4254,Regis,39.7879709,-105.0453203,Shell,39.78416,-105.063301,Gas Station
4255,Regis,39.7879709,-105.0453203,El Paraiso,39.78170327852412,-105.06216544995216,Mexican Restaurant
4256,Regis,39.7879709,-105.0453203,Rocky Mountain Specialty Gear,39.793514251708984,-105.05207824707031,Hunting Supply
4257,Regis,39.7879709,-105.0453203,someplace else brewery,39.79160783641827,-105.06766265658878,Brewery
4258,Regis,39.7879709,-105.0453203,Mile High Soap,39.79184758226002,-105.05822718143467,Hobby Shop
4259,Regis,39.7879709,-105.0453203,Burger King,39.78526986242406,-105.02578581870694,Fast Food Restaurant
4260,Regis,39.7879709,-105.0453203,Laurel Uniforms & Apparel (Scrubs Store),39.80131587644535,-105.04976749420166,Women's Store
4261,Regis,39.7879709,-105.0453203,Oasis Cannabis Superstore,39.7762922,-105.0564749,Marijuana Dispensary
4262,Regis,39.7879709,-105.0453203,Reptilian Paradise,39.77645940794903,-105.05700777838561,Pet Store
4263,Regis,39.7879709,-105.0453203,50th and Federal,39.78704866432591,-105.02565490174642,Intersection
4264,Regis,39.7879709,-105.0453203,Good Times Drive Thru,39.78698247830991,-105.02558071288067,Food
4265,Regis,39.7879709,-105.0453203,Grammy's Goodies,39.780354,-105.06291,Italian Restaurant
4266,Regis,39.7879709,-105.0453203,Granny's Goodies,39.77994155883789,-105.06290435791016,Italian Restaurant
4267,Regis,39.7879709,-105.0453203,John's BBQ,39.77992128878628,-105.06289191184199,BBQ Joint
4268,Regis,39.7879709,-105.0453203,"Howard Johnson Inn - Denver, CO",39.783164,-105.02563899999998,Hotel
4269,Regis,39.7879709,-105.0453203,Focused Light,39.797616999999995,-105.06178100000001,Food
4270,Regis,39.7879709,-105.0453203,Pyro City Fireworks,39.79488,-105.02563,Fireworks Store
4271,Regis,39.7879709,-105.0453203,Colorado Safes,39.7910904,-105.0667133,Home Service
4272,Regis,39.7879709,-105.0453203,Gen X,39.77634537,-105.06112933158875,Clothing Store
4273,Regis,39.7879709,-105.0453203,Creekside  Park,39.785753464066,-105.06734322849269,Park
4274,Regis,39.7879709,-105.0453203,Best Colorado Meds,39.78449731507183,-105.0671148952975,Pharmacy
4275,Regis,39.7879709,-105.0453203,EZPAWN,39.776245469705366,-105.06225116550922,Pawn Shop
4276,Regis,39.7879709,-105.0453203,XO Gift Co.,39.77034546532885,-105.04416167736053,Gift Shop
4277,Rosedale,39.6771718,-104.97662379999998,Harvard Gulch Park,39.67695981736469,-104.97830053894566,Park
4278,Rosedale,39.6771718,-104.97662379999998,Little India,39.6733672,-104.9731435,Indian Restaurant
4279,Rosedale,39.6771718,-104.97662379999998,Keith's Coffee Bar,39.672062221575935,-104.97329659147373,Coffee Shop
4280,Rosedale,39.6771718,-104.97662379999998,Park Burger,39.682381434127905,-104.98017532623817,Burger Joint
4281,Rosedale,39.6771718,-104.97662379999998,Roaming Buffalo Bar-B-Q,39.673362118370534,-104.9735375490726,BBQ Joint
4282,Rosedale,39.6771718,-104.97662379999998,Lucile's Creole Cafe,39.678723037349194,-104.97584295986515,Cajun / Creole Restaurant
4283,Rosedale,39.6771718,-104.97662379999998,Platt Park Brewing Co,39.6826108,-104.9806294,Brewery
4284,Rosedale,39.6771718,-104.97662379999998,Steam,39.68385230625843,-104.98058622188283,Coffee Shop
4285,Rosedale,39.6771718,-104.97662379999998,Chipotle Mexican Grill,39.67828797290773,-104.96780777696745,Mexican Restaurant
4286,Rosedale,39.6771718,-104.97662379999998,Sweet Cow,39.68243287786301,-104.98039815405771,Ice Cream Shop
4287,Rosedale,39.6771718,-104.97662379999998,Harvard Gulch Golf Course,39.67307342730698,-104.97983524339145,Golf Course
4288,Rosedale,39.6771718,-104.97662379999998,Snarf's Sandwiches,39.67868427958372,-104.96692342498332,Sandwich Place
4289,Rosedale,39.6771718,-104.97662379999998,The Post Chicken And Beer,39.67651175752685,-104.98741913155904,Fried Chicken Joint
4290,Rosedale,39.6771718,-104.97662379999998,Kaladi Brothers Coffee,39.67838947399182,-104.96701416066126,Coffee Shop
4291,Rosedale,39.6771718,-104.97662379999998,Jelly U Cafe,39.67828033,-104.9672424,Breakfast Spot
4292,Rosedale,39.6771718,-104.97662379999998,Starbucks,39.67869,-104.968506,Coffee Shop
4293,Rosedale,39.6771718,-104.97662379999998,Jerusalem Restaurant,39.678397633213656,-104.96536414359859,Middle Eastern Restaurant
4294,Rosedale,39.6771718,-104.97662379999998,Illegal Pete's,39.67827334697499,-104.96658950372064,Burrito Place
4295,Rosedale,39.6771718,-104.97662379999998,The Brutal Poodle,39.6808802,-104.9878461,Bar
4296,Rosedale,39.6771718,-104.97662379999998,Colorado Alternative Medicine,39.67316251389021,-104.98721702604887,Marijuana Dispensary
4297,Rosedale,39.6771718,-104.97662379999998,Livegreen,39.675778,-104.987973,Alternative Healer
4298,Rosedale,39.6771718,-104.97662379999998,Regal Vintage,39.68273176228235,-104.9873951127722,Thrift / Vintage Store
4299,Rosedale,39.6771718,-104.97662379999998,Corvus Coffee Roasters,39.68484798301361,-104.9872612953186,Coffee Shop
4300,Rosedale,39.6771718,-104.97662379999998,Euro Crepes,39.683092763548174,-104.98709046184777,Creperie
4301,Rosedale,39.6771718,-104.97662379999998,Azucar Bakery,39.682415378404144,-104.98732466483848,Bakery
4302,Rosedale,39.6771718,-104.97662379999998,Declaration Brewing,39.679622944665766,-104.99081276167435,Brewery
4303,Rosedale,39.6771718,-104.97662379999998,John Holly's Asian Bistro,39.672622259397706,-104.97336331300961,Asian Restaurant
4304,Rosedale,39.6771718,-104.97662379999998,Kindness Yoga,39.68153125010355,-104.98794755035809,Yoga Studio
4305,Rosedale,39.6771718,-104.97662379999998,Sushi Den,39.689502933105764,-104.98050886751177,Sushi Restaurant
4306,Rosedale,39.6771718,-104.97662379999998,Dietrich’s Chocolate & Espresso,39.678269,-104.96673700000001,Café
4307,Rosedale,39.6771718,-104.97662379999998,Performance Cycle Of Colorado,39.68071124265379,-104.98720931002202,Motorcycle Shop
4308,Rosedale,39.6771718,-104.97662379999998,Cana Wine Bar,39.670242,-104.987251,Wine Bar
4309,Rosedale,39.6771718,-104.97662379999998,The Concoctory,39.68257130801061,-104.98768585661763,Hobby Shop
4310,Rosedale,39.6771718,-104.97662379999998,Izakaya Den,39.689634907066015,-104.98054254604887,Sushi Restaurant
4311,Rosedale,39.6771718,-104.97662379999998,Ototo,39.68935983462165,-104.98058593577701,Asian Restaurant
4312,Rosedale,39.6771718,-104.97662379999998,Urban Roadhouse,39.67828965246671,-104.96599163534704,Breakfast Spot
4313,Rosedale,39.6771718,-104.97662379999998,Magness Arena,39.68204858223585,-104.96236808588144,Hockey Arena
4314,Rosedale,39.6771718,-104.97662379999998,Pearl Street Farmers Market,39.68923778795691,-104.98045141138148,Farmers Market
4315,Rosedale,39.6771718,-104.97662379999998,La Cour Art Bar,39.68674680211273,-104.98776260312226,French Restaurant
4316,Rosedale,39.6771718,-104.97662379999998,Morning Collective,39.67726518990141,-104.98708536657504,Breakfast Spot
4317,Rosedale,39.6771718,-104.97662379999998,Swallow Hill,39.66785075541861,-104.9867093994678,Music Venue
4318,Rosedale,39.6771718,-104.97662379999998,Grandma's House,39.68547555299163,-104.98740955602608,Brewery
4319,Rosedale,39.6771718,-104.97662379999998,Zocalo Restaurant And Bar,39.676556104943806,-104.98737414986388,Mexican Restaurant
4320,Rosedale,39.6771718,-104.97662379999998,Bill's Sports Collectibles,39.6741765,-104.9879507,Hobby Shop
4321,Rosedale,39.6771718,-104.97662379999998,Kaos Pizzeria,39.690519344885,-104.98051920815088,Pizza Place
4322,Rosedale,39.6771718,-104.97662379999998,Little's Wine & Spirits,39.67340183924718,-104.97328069940568,Liquor Store
4323,Rosedale,39.6771718,-104.97662379999998,Joy Burns Ice Arena,39.682933569687144,-104.96135273132808,Skating Rink
4324,Rosedale,39.6771718,-104.97662379999998,5 Green Boxes,39.68806843006064,-104.98038885017637,Gift Shop
4325,Rosedale,39.6771718,-104.97662379999998,Tokyo Premium Bakery,39.68863715737058,-104.98041773391458,Bakery
4326,Rosedale,39.6771718,-104.97662379999998,Gennaro's,39.669633772059555,-104.98741760654082,Pizza Place
4327,Rosedale,39.6771718,-104.97662379999998,Colore Italian Restaurant,39.66768045056841,-104.98729081523858,Italian Restaurant
4328,Rosedale,39.6771718,-104.97662379999998,Starbucks,39.6773863183011,-104.97252606652005,Coffee Shop
4329,Rosedale,39.6771718,-104.97662379999998,Asbury Provisions,39.679380692750385,-104.95962617669224,Bar
4330,Rosedale,39.6771718,-104.97662379999998,Ben & Jerry's,39.6786222457658,-104.959792792797,Ice Cream Shop
4331,Rosedale,39.6771718,-104.97662379999998,BirdCall,39.678766,-104.968959,Fried Chicken Joint
4332,Rosedale,39.6771718,-104.97662379999998,Evergreen Apothecary,39.688148,-104.98716999999999,Marijuana Dispensary
4333,Rosedale,39.6771718,-104.97662379999998,The Copper Pot,39.66598073787158,-104.98743264156116,American Restaurant
4334,Rosedale,39.6771718,-104.97662379999998,"Isis Books, Gifts & Healing Oasis",39.6664292,-104.987951,Bookstore
4335,Rosedale,39.6771718,-104.97662379999998,El Tejado,39.6685548,-104.9878677,Mexican Restaurant
4336,Rosedale,39.6771718,-104.97662379999998,Ginza Sushi and Grill,39.67816813890285,-104.95934872626204,Japanese Restaurant
4337,Rosedale,39.6771718,-104.97662379999998,Fifty Two 80's,39.682640727375464,-104.98747063347955,Antique Shop
4338,Rosedale,39.6771718,-104.97662379999998,aiko pops,39.693226095185146,-104.9803060938813,Dessert Shop
4339,Rosedale,39.6771718,-104.97662379999998,The Pioneer,39.67273376287798,-104.95975311480272,Bar
4340,Rosedale,39.6771718,-104.97662379999998,Makan Malaysian Cafe,39.68295843488879,-104.98062390732133,Malay Restaurant
4341,Rosedale,39.6771718,-104.97662379999998,Bird,39.68871382502122,-104.98057912119184,American Restaurant
4342,Rosedale,39.6771718,-104.97662379999998,lost coffee,39.678445,-104.959106,Coffee Shop
4343,Rosedale,39.6771718,-104.97662379999998,Bruegger's,39.679976,-104.95886309325402,Bagel Shop
4344,Rosedale,39.6771718,-104.97662379999998,Starbucks,39.66428382796345,-104.98726180489965,Coffee Shop
4345,Rosedale,39.6771718,-104.97662379999998,Stella's Coffeehaus,39.68965291488418,-104.98034398429311,Coffee Shop
4346,Rosedale,39.6771718,-104.97662379999998,Chook Charcoal Chicken,39.692842,-104.98019599999999,Fried Chicken Joint
4347,Rosedale,39.6771718,-104.97662379999998,Breakfast on Broadway,39.66385510430907,-104.98814687886401,Breakfast Spot
4348,Rosedale,39.6771718,-104.97662379999998,Trompeau Bakery,39.66326799092498,-104.98718030576609,Bakery
4349,Rosedale,39.6771718,-104.97662379999998,Beans,39.67720531846295,-104.96303676770555,Café
4350,Rosedale,39.6771718,-104.97662379999998,Snarfs,39.689604,-104.987138,Sandwich Place
4351,Rosedale,39.6771718,-104.97662379999998,Que Bueno Suerte,39.688739,-104.98010500000001,Mexican Restaurant
4352,Rosedale,39.6771718,-104.97662379999998,James H. Platt Park,39.691630341785775,-104.98480646484413,Park
4353,Rosedale,39.6771718,-104.97662379999998,Ototo Food And Wine Bar,39.6892568336857,-104.9806401608726,Japanese Restaurant
4354,Rosedale,39.6771718,-104.97662379999998,Uno Mas Taqueria y Cantina,39.687825623720826,-104.98052397739764,Mexican Restaurant
